# HOMER Differential Peaks
# Original Peak File = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt
# Peak File Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT
# Background Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
# Mode = Peaks enriched over background
# Differential peaks = 1729
# Fraction of original peaks = 1.99%
# Original number of peaks = 86750
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 4.00
# Poisson p-value cutoff = 1.00e-04
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 66
# background directory tagAdjust = 190
#
# cmd = getDifferentialPeaks /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
Merged-chr8-25161299-1	chr8	25161186	25161413	+	0.000	0.000	14.0	3.2	4.37	6.99e-06
Merged-chr8-25554913-1	chr8	25554842	25554985	+	0.000	0.000	31.0	5.4	5.74	3.35e-14
Merged-chr8-25565159-1	chr8	25565076	25565242	+	0.000	0.000	18.0	4.4	4.09	9.50e-07
Merged-chr8-26780908-1	chr8	26780833	26780984	+	0.000	0.000	13.5	2.8	4.82	7.91e-06
Merged-chr8-26952094-1	chr8	26952009	26952179	+	0.000	0.000	13.5	3.2	4.22	3.12e-05
Merged-chr8-27832132-1	chr8	27832026	27832238	+	0.000	0.000	5.5	0.4	13.75	5.72e-05
Merged-chr8-28932393-1	chr8	28932314	28932473	+	0.000	0.000	6.5	0.6	10.83	3.56e-05
Merged-chr8-35106892-1	chr8	35106800	35106984	+	0.000	0.000	25.5	4.2	6.07	4.40e-12
Merged-chr8-35334437-1	chr8	35334293	35334581	+	0.000	0.000	18.0	4.0	4.50	2.48e-07
Merged-chr8-36356107-1	chr8	36356019	36356196	+	0.000	0.000	12.0	1.0	12.00	8.32e-10
Merged-chr8-36542506-1	chr8	36542444	36542569	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr8-39777075-1	chr8	39776981	39777169	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr8-40402369-1	chr8	40402288	40402450	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr8-41628621-1	chr8	41628517	41628726	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr8-41966910-2	chr8	41966806	41967018	+	0.000	0.000	42.0	5.2	8.08	5.28e-24
Merged-chr8-42144385-1	chr8	42144275	42144496	+	0.000	0.000	30.5	6.8	4.48	5.08e-11
Merged-chr8-43216381-1	chr8	43216302	43216460	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr8-44538082-1	chr8	44537990	44538174	+	0.000	0.000	10.5	0.4	26.25	1.94e-11
Merged-chr8-47494599-1	chr8	47494497	47494702	+	0.000	0.000	15.5	2.0	7.75	3.87e-09
Merged-chr8-47909936-1	chr8	47909881	47909992	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr8-53237709-1	chr8	53237654	53237764	+	0.000	0.000	16.0	3.8	4.21	2.59e-06
Merged-chr8-54553120-1	chr8	54553027	54553213	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr8-61536504-1	chr8	61536430	61536578	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr8-64779852-2	chr8	64779655	64780080	+	0.000	0.000	21.0	3.6	5.83	3.08e-10
Merged-chr8-64832757-1	chr8	64832684	64832830	+	0.000	0.000	15.5	3.6	4.31	5.94e-06
Merged-chr8-67822276-2	chr8	67822183	67822396	+	0.000	0.000	29.0	6.2	4.68	2.76e-11
Merged-chr8-70157010-1	chr8	70156942	70157079	+	0.000	0.000	31.0	7.4	4.19	8.53e-11
Merged-chr8-71939909-1	chr8	71939810	71940008	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr8-72018318-1	chr8	72018224	72018413	+	0.000	0.000	14.5	3.0	4.83	3.40e-06
Merged-chr8-72117579-1	chr8	72117523	72117636	+	0.000	0.000	9.0	0.2	45.00	1.16e-12
Merged-chr8-72302165-1	chr8	72302098	72302233	+	0.000	0.000	11.0	1.2	9.17	6.23e-08
Merged-chr8-73197933-1	chr8	73197848	73198019	+	0.000	0.000	18.5	4.4	4.20	9.50e-07
Merged-chr8-75064232-1	chr8	75064177	75064288	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
Merged-chr8-77786002-1	chr8	77785929	77786076	+	0.000	0.000	18.5	4.4	4.20	9.50e-07
Merged-chr8-78003811-1	chr8	78003733	78003889	+	0.000	0.000	19.0	2.8	6.79	1.82e-10
Merged-chr8-78572591-1	chr8	78572478	78572704	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr8-78660435-1	chr8	78660285	78660586	+	0.000	0.000	22.5	4.6	4.89	4.25e-09
Merged-chr8-79384365-1	chr8	79384250	79384480	+	0.000	0.000	14.5	1.2	12.08	4.82e-11
Merged-chr8-79514849-2	chr8	79514755	79514990	+	0.000	0.000	26.0	3.2	8.12	1.56e-15
Merged-chr8-80204814-1	chr8	80204697	80204931	+	0.000	0.000	15.0	3.6	4.17	5.94e-06
Merged-chr8-80629485-1	chr8	80629371	80629600	+	0.000	0.000	7.5	0.4	18.75	2.18e-07
Merged-chr8-82976556-1	chr8	82976502	82976610	+	0.000	0.000	7.5	0.6	12.50	3.05e-06
Merged-chr8-83005310-1	chr8	83005241	83005380	+	0.000	0.000	21.0	2.2	9.54	3.74e-14
Merged-chr8-83612128-2	chr8	83611960	83612267	+	0.000	0.000	84.0	15.0	5.60	6.97e-35
Merged-chr8-84054328-1	chr8	84054239	84054418	+	0.000	0.000	13.0	2.2	5.91	5.96e-07
Merged-chr8-86342534-1	chr8	86342452	86342616	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr8-87990736-1	chr8	87990670	87990802	+	0.000	0.000	11.5	0.6	19.17	4.99e-11
Merged-chr8-88390697-1	chr8	88390635	88390760	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr8-89659231-1	chr8	89659111	89659351	+	0.000	0.000	41.0	8.4	4.88	6.61e-16
Merged-chr8-90284346-1	chr8	90284261	90284432	+	0.000	0.000	7.0	0.6	11.67	3.05e-06
Merged-chr8-91399280-1	chr8	91399202	91399358	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr8-91434631-1	chr8	91434517	91434746	+	0.000	0.000	27.5	6.2	4.44	5.93e-10
Merged-chr8-91434949-1	chr8	91434779	91435119	+	0.000	0.000	24.5	5.8	4.22	1.33e-08
Merged-chr8-92021819-1	chr8	92021751	92021887	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr8-92731435-1	chr8	92731370	92731500	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr8-93009438-1	chr8	93009382	93009495	+	0.000	0.000	9.0	0.6	15.00	1.53e-08
Merged-chr8-93655647-1	chr8	93655578	93655716	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chr8-94348629-1	chr8	94348546	94348712	+	0.000	0.000	45.5	5.4	8.43	3.89e-26
Merged-chr8-97070979-1	chr8	97070904	97071055	+	0.000	0.000	7.0	1.0	7.00	8.33e-05
Merged-chr8-103750481-1	chr8	103750299	103750664	+	0.000	0.000	28.0	5.4	5.18	5.85e-12
Merged-chr8-103790842-1	chr8	103790755	103790930	+	0.000	0.000	16.5	3.6	4.58	1.31e-06
Merged-chr8-105075349-1	chr8	105075272	105075427	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr8-105491505-1	chr8	105491442	105491568	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr8-106041644-1	chr8	106041590	106041699	+	0.000	0.000	11.0	1.2	9.17	6.23e-08
Merged-chr8-107208199-1	chr8	107208087	107208312	+	0.000	0.000	18.0	4.4	4.09	9.50e-07
Merged-chr8-108152783-1	chr8	108152726	108152840	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr8-108380655-2	chr8	108380533	108380796	+	0.000	0.000	17.0	2.2	7.73	2.35e-10
Merged-chr8-108863324-1	chr8	108863256	108863393	+	0.000	0.000	15.0	2.6	5.77	1.14e-07
Merged-chr8-110039483-1	chr8	110039382	110039585	+	0.000	0.000	15.5	3.6	4.31	5.94e-06
Merged-chr8-110393926-1	chr8	110393861	110393991	+	0.000	0.000	8.5	0.4	21.25	1.09e-08
Merged-chr8-110538782-1	chr8	110538711	110538854	+	0.000	0.000	12.0	1.4	8.57	3.27e-08
Merged-chr8-111549891-1	chr8	111549802	111549981	+	0.000	0.000	14.0	3.2	4.37	6.99e-06
Merged-chr8-112654318-1	chr8	112654247	112654389	+	0.000	0.000	14.0	2.6	5.38	6.64e-07
Merged-chr8-115851591-1	chr8	115851533	115851650	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr8-116821458-1	chr8	116821365	116821551	+	0.000	0.000	14.5	2.2	6.59	9.26e-08
Merged-chr8-120354497-1	chr8	120354368	120354626	+	0.000	0.000	22.5	4.0	5.62	3.47e-10
Merged-chr8-120557627-1	chr8	120557528	120557726	+	0.000	0.000	31.0	7.0	4.43	2.24e-11
Merged-chr8-121801533-1	chr8	121801446	121801620	+	0.000	0.000	18.0	3.2	5.62	9.47e-09
Merged-chr8-121880832-1	chr8	121880763	121880901	+	0.000	0.000	21.5	4.2	5.12	4.44e-09
Merged-chr8-122807358-1	chr8	122807276	122807440	+	0.000	0.000	22.0	4.4	5.00	1.93e-09
Merged-chr8-124676960-1	chr8	124676886	124677035	+	0.000	0.000	18.5	3.0	6.17	3.58e-09
Merged-chr8-126721780-1	chr8	126721700	126721860	+	0.000	0.000	43.5	7.2	6.04	1.09e-19
Merged-chr8-127124262-1	chr8	127124190	127124334	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr8-127479822-1	chr8	127479748	127479896	+	0.000	0.000	13.0	2.6	5.00	3.63e-06
Merged-chr9-3028596-3	chr9	3028511	3028694	+	0.000	0.000	27.0	6.4	4.22	1.15e-09
Merged-chr9-7682172-1	chr9	7682104	7682240	+	0.000	0.000	18.5	3.6	5.14	5.42e-08
Merged-chr9-7843640-1	chr9	7843583	7843697	+	0.000	0.000	15.5	3.0	5.17	6.71e-07
Merged-chr9-14953466-1	chr9	14953296	14953636	+	0.000	0.000	45.5	9.6	4.74	1.14e-16
Merged-chr9-16134654-1	chr9	16134597	16134711	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chr9-16374994-1	chr9	16374924	16375065	+	0.000	0.000	14.0	2.6	5.38	6.64e-07
Merged-chr9-21698974-2	chr9	21698804	21699181	+	0.000	0.000	62.0	13.4	4.63	4.65e-22
Merged-chr9-24738291-1	chr9	24738200	24738383	+	0.000	0.000	12.5	2.4	5.21	8.46e-06
Merged-chr9-25091748-1	chr9	25091622	25091875	+	0.000	0.000	13.5	1.8	7.50	6.34e-08
Merged-chr9-25805747-1	chr9	25805691	25805803	+	0.000	0.000	6.5	0.4	16.25	3.81e-06
Merged-chr9-30503019-1	chr9	30502965	30503074	+	0.000	0.000	7.5	0.2	37.50	2.08e-09
Merged-chr9-31186782-1	chr9	31186687	31186878	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr9-31578624-1	chr9	31578478	31578770	+	0.000	0.000	16.0	3.8	4.21	2.59e-06
Merged-chr9-31796110-1	chr9	31796049	31796172	+	0.000	0.000	9.0	0.8	11.25	1.66e-07
Merged-chr9-31844900-3	chr9	31844676	31845268	+	0.000	0.000	33.0	1.4	23.57	1.97e-33
Merged-chr9-32637691-1	chr9	32637612	32637770	+	0.000	0.000	13.0	2.6	5.00	3.63e-06
Merged-chr9-33842909-1	chr9	33842852	33842966	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chr9-40146910-1	chr9	40146829	40146992	+	0.000	0.000	11.5	1.2	9.58	6.23e-08
Merged-chr9-41538693-1	chr9	41538619	41538767	+	0.000	0.000	11.5	1.0	11.50	1.01e-08
Merged-chr9-42336302-1	chr9	42336214	42336391	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr9-42633024-1	chr9	42632914	42633134	+	0.000	0.000	17.5	2.4	7.29	8.56e-10
Merged-chr9-42725866-1	chr9	42725777	42725956	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr9-42927867-1	chr9	42927752	42927982	+	0.000	0.000	11.5	1.4	8.21	2.83e-07
Merged-chr9-42950594-1	chr9	42950540	42950649	+	0.000	0.000	7.0	0.2	35.00	2.08e-09
Merged-chr9-43031050-1	chr9	43030972	43031129	+	0.000	0.000	10.0	0.2	50.00	2.31e-14
Merged-chr9-43843322-1	chr9	43843233	43843411	+	0.000	0.000	10.5	0.6	17.50	9.15e-10
Merged-chr9-44264668-1	chr9	44264601	44264736	+	0.000	0.000	14.0	3.0	4.67	3.40e-06
Merged-chr9-45204018-1	chr9	45203963	45204073	+	0.000	0.000	17.0	2.2	7.73	2.35e-10
Merged-chr9-45420796-1	chr9	45420723	45420869	+	0.000	0.000	13.5	2.2	6.14	5.96e-07
Merged-chr9-45760897-1	chr9	45760815	45760980	+	0.000	0.000	13.5	2.2	6.14	5.96e-07
Merged-chr9-45803244-1	chr9	45803165	45803323	+	0.000	0.000	29.0	6.0	4.83	1.29e-11
Merged-chr9-46538644-1	chr9	46538563	46538725	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr9-47318575-1	chr9	47318508	47318642	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr9-47688397-1	chr9	47688290	47688504	+	0.000	0.000	15.5	3.8	4.08	1.11e-05
Merged-chr9-47902997-1	chr9	47902873	47903121	+	0.000	0.000	29.5	6.2	4.76	2.76e-11
Merged-chr9-48416129-1	chr9	48416048	48416210	+	0.000	0.000	11.5	1.0	11.50	1.01e-08
Merged-chr9-49543128-1	chr9	49543063	49543194	+	0.000	0.000	13.0	2.6	5.00	3.63e-06
Merged-chr9-50710460-1	chr9	50710352	50710568	+	0.000	0.000	11.5	2.4	4.79	4.31e-05
Merged-chr9-53620349-1	chr9	53620288	53620411	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chr9-53916238-1	chr9	53916151	53916325	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr9-57477383-1	chr9	57477324	57477443	+	0.000	0.000	6.5	0.2	32.50	7.28e-08
Merged-chr9-58411824-1	chr9	58411759	58411890	+	0.000	0.000	12.5	2.6	4.81	1.84e-05
Merged-chr9-59698371-1	chr9	59698182	59698561	+	0.000	0.000	46.5	10.6	4.39	8.54e-16
Merged-chr9-61402004-1	chr9	61401944	61402065	+	0.000	0.000	13.0	3.0	4.33	1.62e-05
Merged-chr9-62757632-1	chr9	62757534	62757730	+	0.000	0.000	15.0	2.4	6.25	4.12e-08
Merged-chr9-63188448-1	chr9	63188392	63188504	+	0.000	0.000	17.0	2.8	6.07	8.09e-09
Merged-chr9-64495291-1	chr9	64495235	64495347	+	0.000	0.000	15.0	1.4	10.71	3.22e-11
Merged-chr9-64838268-1	chr9	64838183	64838354	+	0.000	0.000	15.0	2.2	6.82	1.34e-08
Merged-chr9-65074205-1	chr9	65074052	65074359	+	0.000	0.000	14.5	3.2	4.53	6.99e-06
Merged-chr9-66009059-1	chr9	66008989	66009129	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr9-67091205-1	chr9	67091128	67091282	+	0.000	0.000	11.0	0.8	13.75	9.68e-10
Merged-chr9-70344070-1	chr9	70344011	70344129	+	0.000	0.000	8.0	0.8	10.00	1.87e-06
Merged-chr9-71278711-1	chr9	71278643	71278780	+	0.000	0.000	10.0	1.0	10.00	1.11e-07
Merged-chr9-71727515-1	chr9	71727435	71727596	+	0.000	0.000	13.0	2.0	6.50	2.08e-07
Merged-chr9-72781868-1	chr9	72781760	72781976	+	0.000	0.000	22.5	3.8	5.92	1.36e-10
Merged-chr9-73025685-1	chr9	73025621	73025750	+	0.000	0.000	14.0	1.4	10.00	3.47e-10
Merged-chr9-73131665-1	chr9	73131526	73131804	+	0.000	0.000	15.0	3.6	4.17	5.94e-06
Merged-chr9-73150613-1	chr9	73150465	73150761	+	0.000	0.000	45.5	7.4	6.15	7.96e-21
Merged-chr9-75133395-1	chr9	75133289	75133501	+	0.000	0.000	17.0	1.2	14.17	2.01e-14
Merged-chr9-78216455-1	chr9	78216395	78216516	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr9-81197414-1	chr9	81197313	81197515	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr9-84170614-1	chr9	84170509	84170720	+	0.000	0.000	12.0	0.4	30.00	2.35e-14
Merged-chr9-86784271-1	chr9	86784163	86784380	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr9-89066825-1	chr9	89066685	89066966	+	0.000	0.000	15.0	2.6	5.77	1.14e-07
Merged-chr9-89270457-1	chr9	89270329	89270586	+	0.000	0.000	16.5	0.8	20.62	6.05e-16
Merged-chr9-89278688-1	chr9	89278614	89278763	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr9-89975937-1	chr9	89975873	89976002	+	0.000	0.000	17.5	3.8	4.60	5.71e-07
Merged-chr9-98819465-1	chr9	98819303	98819627	+	0.000	0.000	22.5	5.4	4.17	6.79e-08
Merged-chr9-99154917-1	chr9	99154853	99154981	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr9-99297610-1	chr9	99297543	99297678	+	0.000	0.000	11.5	2.0	5.75	8.31e-06
Merged-chr9-100318437-1	chr9	100318345	100318530	+	0.000	0.000	12.0	1.4	8.57	3.27e-08
Merged-chr9-102903231-1	chr9	102903157	102903305	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr9-103034141-1	chr9	103034069	103034214	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr9-103536303-1	chr9	103536227	103536379	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr9-103913119-1	chr9	103913063	103913176	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr9-104884481-1	chr9	104884376	104884587	+	0.000	0.000	19.5	3.2	6.09	1.58e-09
Merged-chr9-105012095-1	chr9	105012007	105012183	+	0.000	0.000	6.0	0.2	30.00	7.28e-08
Merged-chr9-107915104-2	chr9	107914979	107915249	+	0.000	0.000	44.0	9.6	4.58	5.38e-16
Merged-chr9-108944139-1	chr9	108944074	108944205	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr9-113429278-1	chr9	113429204	113429353	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr9-115940922-1	chr9	115940854	115940991	+	0.000	0.000	7.5	0.8	9.37	1.87e-05
Merged-chr9-116199177-1	chr9	116199111	116199243	+	0.000	0.000	8.0	1.0	8.00	1.03e-05
Merged-chr9-116907422-1	chr9	116907351	116907494	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr9-118574383-1	chr9	118574310	118574457	+	0.000	0.000	13.0	2.6	5.00	3.63e-06
Merged-chr9-118652905-1	chr9	118652821	118652990	+	0.000	0.000	20.0	4.4	4.55	4.71e-08
Merged-chr9-118662271-2	chr9	118662174	118662382	+	0.000	0.000	18.5	4.6	4.02	1.76e-06
Merged-chr9-119499051-1	chr9	119498908	119499195	+	0.000	0.000	36.0	8.4	4.29	1.47e-12
Merged-chr9-121078353-1	chr9	121078260	121078447	+	0.000	0.000	18.0	3.4	5.29	2.34e-08
Merged-chr9-122784462-1	chr9	122784398	122784527	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr10-3345887-1	chr10	3345829	3345946	+	0.000	0.000	12.0	1.6	7.50	1.35e-07
Merged-chr10-4006963-1	chr10	4006900	4007027	+	0.000	0.000	13.0	2.6	5.00	3.63e-06
Merged-chr10-4128721-1	chr10	4128576	4128867	+	0.000	0.000	38.0	8.8	4.32	2.89e-13
Merged-chr10-4398955-1	chr10	4398813	4399097	+	0.000	0.000	20.5	3.6	5.69	1.81e-09
Merged-chr10-4426849-1	chr10	4426771	4426928	+	0.000	0.000	24.0	5.8	4.14	1.33e-08
Merged-chr10-4657791-1	chr10	4657691	4657891	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr10-5399698-1	chr10	5399606	5399790	+	0.000	0.000	15.5	2.4	6.46	4.12e-08
Merged-chr10-8934173-2	chr10	8934010	8934283	+	0.000	0.000	32.0	6.8	4.71	2.33e-12
Merged-chr10-11253947-2	chr10	11253749	11254206	+	0.000	0.000	42.5	7.2	5.90	6.51e-19
Merged-chr10-12487513-1	chr10	12487410	12487616	+	0.000	0.000	14.0	2.2	6.36	9.26e-08
Merged-chr10-15095765-1	chr10	15095675	15095855	+	0.000	0.000	11.5	2.0	5.75	8.31e-06
Merged-chr10-17071361-1	chr10	17071278	17071445	+	0.000	0.000	13.0	3.0	4.33	1.62e-05
Merged-chr10-17397215-1	chr10	17397160	17397271	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr10-18143749-1	chr10	18143639	18143859	+	0.000	0.000	17.5	3.2	5.47	5.38e-08
Merged-chr10-18922634-1	chr10	18922566	18922703	+	0.000	0.000	6.0	0.4	15.00	3.81e-06
Merged-chr10-21862576-1	chr10	21862494	21862659	+	0.000	0.000	16.5	2.4	6.87	6.11e-09
Merged-chr10-22384711-1	chr10	22384653	22384770	+	0.000	0.000	4.0	0.2	20.00	5.46e-05
Merged-chr10-24651217-1	chr10	24651109	24651326	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr10-26063094-1	chr10	26062965	26063223	+	0.000	0.000	24.5	5.6	4.37	6.94e-09
Merged-chr10-26358987-3	chr10	26358672	26359291	+	0.000	0.000	68.5	15.8	4.34	2.32e-22
Merged-chr10-27898136-1	chr10	27898057	27898215	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr10-27948912-1	chr10	27948828	27948997	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chr10-27954999-1	chr10	27954938	27955061	+	0.000	0.000	12.0	1.8	6.67	4.63e-07
Merged-chr10-28029090-1	chr10	28029026	28029155	+	0.000	0.000	13.0	1.8	7.22	6.34e-08
Merged-chr10-28117684-2	chr10	28117563	28117837	+	0.000	0.000	19.5	4.0	4.87	5.16e-08
Merged-chr10-30216389-1	chr10	30216161	30216617	+	0.000	0.000	5.5	0.4	13.75	5.72e-05
Merged-chr10-30610260-1	chr10	30610098	30610422	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr10-37397405-1	chr10	37397346	37397464	+	0.000	0.000	16.5	3.2	5.16	2.90e-07
Merged-chr10-37667359-1	chr10	37667302	37667416	+	0.000	0.000	12.5	2.0	6.25	1.37e-06
Merged-chr10-38912431-1	chr10	38912374	38912489	+	0.000	0.000	20.0	2.0	10.00	6.45e-14
Merged-chr10-39641002-3	chr10	39640796	39641160	+	0.000	0.000	52.0	11.4	4.56	1.61e-18
Merged-chr10-40802967-1	chr10	40802909	40803025	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr10-41225151-2	chr10	41224892	41225543	+	0.000	0.000	5.0	0.4	12.50	5.72e-05
Merged-chr10-42309403-1	chr10	42309323	42309483	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr10-42932924-1	chr10	42932845	42933004	+	0.000	0.000	17.5	2.2	7.95	2.35e-10
Merged-chr10-43672031-1	chr10	43671869	43672193	+	0.000	0.000	48.0	10.2	4.71	9.80e-18
Merged-chr10-44164829-1	chr10	44164735	44164923	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr10-45033239-1	chr10	45033180	45033298	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr10-45359304-1	chr10	45359234	45359375	+	0.000	0.000	31.0	4.6	6.74	5.02e-16
Merged-chr10-45359463-1	chr10	45359379	45359547	+	0.000	0.000	34.0	4.2	8.09	8.96e-20
Merged-chr10-47769032-1	chr10	47768962	47769102	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr10-53033290-1	chr10	53033167	53033414	+	0.000	0.000	28.0	4.8	5.83	3.84e-13
Merged-chr10-53843767-1	chr10	53843657	53843877	+	0.000	0.000	13.0	1.8	7.22	6.34e-08
Merged-chr10-54048061-2	chr10	54047939	54048247	+	0.000	0.000	39.0	8.4	4.64	1.56e-14
Merged-chr10-59007192-1	chr10	59007120	59007265	+	0.000	0.000	13.0	2.0	6.50	2.08e-07
Merged-chr10-59186656-1	chr10	59186493	59186820	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr10-59211951-1	chr10	59211829	59212074	+	0.000	0.000	12.5	2.2	5.68	3.57e-06
Merged-chr10-59714670-1	chr10	59714570	59714770	+	0.000	0.000	20.5	4.6	4.46	9.50e-08
Merged-chr10-60787052-1	chr10	60786948	60787157	+	0.000	0.000	17.5	3.0	5.83	2.17e-08
Merged-chr10-62687742-1	chr10	62687662	62687822	+	0.000	0.000	13.0	2.2	5.91	5.96e-07
Merged-chr10-63210987-1	chr10	63210921	63211054	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr10-66162728-1	chr10	66162648	66162809	+	0.000	0.000	9.0	0.2	45.00	1.16e-12
Merged-chr10-66994897-2	chr10	66994702	66995099	+	0.000	0.000	40.0	6.2	6.45	1.46e-19
Merged-chr10-68962508-1	chr10	68962440	68962577	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr10-69084622-1	chr10	69084504	69084740	+	0.000	0.000	27.0	4.6	5.87	8.67e-13
Merged-chr10-70263497-1	chr10	70263425	70263570	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chr10-76763018-1	chr10	76762933	76763103	+	0.000	0.000	14.0	1.8	7.78	8.07e-09
Merged-chr10-77300719-1	chr10	77300659	77300780	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr10-77352354-1	chr10	77352279	77352429	+	0.000	0.000	18.5	3.8	4.87	1.19e-07
Merged-chr10-77652356-1	chr10	77652233	77652480	+	0.000	0.000	15.5	2.6	5.96	1.14e-07
Merged-chr10-80281424-1	chr10	80281352	80281496	+	0.000	0.000	17.5	3.2	5.47	5.38e-08
Merged-chr10-80545350-2	chr10	80545023	80545565	+	0.000	0.000	48.0	11.4	4.21	6.34e-16
Merged-chr10-81588767-1	chr10	81588699	81588836	+	0.000	0.000	18.0	1.8	10.00	1.12e-12
Merged-chr10-84025281-1	chr10	84025227	84025336	+	0.000	0.000	7.5	0.6	12.50	3.05e-06
Merged-chr10-84346912-1	chr10	84346838	84346986	+	0.000	0.000	11.5	1.2	9.58	6.23e-08
Merged-chr10-84431448-1	chr10	84431365	84431531	+	0.000	0.000	16.5	3.4	4.85	6.34e-07
Merged-chr10-84835848-1	chr10	84835789	84835908	+	0.000	0.000	27.0	6.0	4.50	2.96e-10
Merged-chr10-84852802-2	chr10	84852714	84852912	+	0.000	0.000	23.5	3.8	6.18	2.22e-11
Merged-chr10-85545306-1	chr10	85545234	85545379	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
